Orden;dd/mm/aa;hora;mm;PSI;Temp;MQGF;MQG;Qpo;QW;Qtotal;Agua;Salind;GOR;GLR;GasAcum;OilAcum;AguaAcum;Arena;AguaRecup
179;1/10/2018;02:00:01;16;1326;67,78;218,51;211,9;3,3;144,29;147,6;97,7;42,7;63627;1435,8;906,7;18;1812,9;2035,9;30
180;1/10/2018;03:00:01;16;1325;67,67;191,57;212,9;3,3;147,21;150,5;97,8;42,7;64058;1414,2;915,5;18,1;1819,1;2043,9;30,1
181;1/10/2018;04:00:01;16;1322;68,13;212,46;212,9;4,2;148,3;152,5;97,3;42,7;50945;1396,2;924,4;18,3;1825,3;2053,9;30,2
182;1/10/2018;05:00:01;16;1313;68,03;224,49;213,4;3,4;144,66;148,1;97,7;42,7;62160;1441,1;933,3;18,5;1831,3;2073,9;30,3
183;1/10/2018;06:00:01;16;1311;67,53;212,77;212,1;2,7;147,35;150;98,2;42,7;79120;1413,9;942,1;18,6;1837,4;2083,9;30,4
184;1/10/2018;07:00:01;16;1302;67,36;209,61;214,4;1,4;136,55;138;99;42,7;153477;1553,9;951,1;18,6;1843,1;2103,9;30,5
185;1/10/2018;08:00:01;16;1297;67,37;211,51;210,8;1,9;126,18;128,1;98,5;42,7;111777;1645,7;959,8;18,7;1848,4;2143,9;30,6
186;1/10/2018;09:00:01;16;1297;67,3;208,3;211;0,7;135,1;135,8;99,5;42,7;297629;1553,5;968,6;18,7;1854;2154,4;30,7
187;1/10/2018;10:00:01;16;1297;67,27;261;209,8;1,8;134,58;136,4;98,7;42,7;117497;1538,6;977,4;18,8;1859,6;2162,8;30,8
188;1/10/2018;11:00:01;16;1294;67,37;244;206,3;1,9;130,18;132;98,6;42,7;110946;1562,2;986;18,9;1865;2171,2;30,9
189;1/10/2018;12:00:01;16;1293;67,38;251;206,3;1,9;132,32;134,2;98,6;42,7;111394;1537,5;994,6;19;1870,5;2186,2;30,9
190;1/10/2018;13:00:01;16;1287;67,32;248;206,4;1,8;129,78;131,6;98,6;42,7;115705;1568,6;1003,2;19;1876;2196,2;31
191;1/10/2018;14:00:01;16;1281;67,28;240;206,6;3,5;126,71;130,2;97,3;42,7;59853;1587;1011,8;19,2;1881,2;2201,2;31,1
192;1/10/2018;15:00:01;16;1281;67,2;240;205,4;3,7;134,08;137,8;97,3;42,7;55017;1490,7;1020,3;19,3;1886,8;2207,2;31,2
193;1/10/2018;16:00:01;16;1277;67,28;225;205,3;4,2;132,4;136,6;97;42,7;49461;1503,6;1028,9;19,5;1892,3;2213,2;31,3
194;1/10/2018;17:00:01;16;1279;67,14;211;207,7;0,6;134,55;135,2;99,5;42,7;325805;1536,2;1037,5;19,5;1897,9;2217,2;31,4
195;1/10/2018;18:00:01;16;1279;66,67;227;220,4;0,3;136,07;136,3;99,8;42,7;853652;1616,4;1046,7;19,6;1903,6;2223,2;31,5
196;1/10/2018;19:00:01;16;1259;66,89;238;204;5,2;130,79;136;96,2;42,7;39006;1499,7;1055,2;19,8;1909,1;2231,6;31,6
197;1/10/2018;20:00:01;16;1256;67,05;229,75;201,9;6,3;125,87;132,2;95,2;42,7;32019;1527,5;1063,6;20;1914,3;2238,6;31,7
198;1/10/2018;21:00:01;16;1250;67,04;238,05;200,9;5,4;117,4;122,8;95,6;42,7;37282;1636,4;1072;20,3;1919,2;2246,6;31,7
199;1/10/2018;22:00:01;16;1245;66,76;229,3;199,7;6,3;124,96;131,2;95,2;42,7;31881;1521,6;1080,3;20,5;1924,4;2256,6;31,8
200;1/10/2018;23:00:01;16;1247;66,74;227;201,7;6;123,63;129,6;95,4;42,7;33685;1555,8;1088,7;20,8;1929,6;2276,6;31,9
201;2/10/2018;00:00:01;16;1241;66,35;237,98;200,5;5,5;121,84;127,3;95,7;42,7;36587;1574,6;1097,1;21;1934,6;2291,6;32
202;2/10/2018;01:00:01;16;1240;66,15;238;200,1;5,2;123,36;128,5;96;42,7;38592;1556,6;1105,4;21,2;1939,8;2301,6;32,1
203;2/10/2018;02:00:01;16;1235;66,64;222,8;200,5;5,4;123,08;128,5;95,8;42,7;37337;1560,6;1113,8;21,4;1944,9;2321,6;32,2
204;2/10/2018;03:00:01;16;1233;66,66;235,07;200,8;5,3;122,02;127,3;95,9;42,7;38024;1577,6;1122,1;21,7;1950;2336,6;32,3
205;2/10/2018;04:00:01;16;1226;66,56;235,81;199,8;5,7;121,59;127,3;95,5;42,7;35207;1570,3;1130,5;21,9;1955,1;2348,6;32,3
206;2/10/2018;05:00:01;16;1224;66,52;216,7;200,5;5,8;121,74;127,6;95,4;42,7;34339;1571,3;1138,8;22,1;1960,1;2356,6;32,4
207;2/10/2018;06:00:01;16;1221;66,58;230,29;199,8;5,4;115,97;121,3;95,6;42,7;37250;1646,5;1147,1;22,4;1965;2361,6;32,5
208;2/10/2018;07:00:01;16;1218;66,51;266,74;199,4;5;121;126;96;42,7;39703;1582,3;1155,5;22,6;1970;2366,6;32,6
209;2/10/2018;08:00:01;16;1216;66,33;235,28;199,6;5,1;117,94;123,1;95,8;42,7;38833;1621,5;1163,8;22,8;1974,9;2368,6;32,7
210;2/10/2018;09:00:01;16;1215;66,34;220,35;197,6;4,6;107,72;112,3;95,9;42,7;42947;1759,2;1172;23;1979,4;2370,6;32,7
211;2/10/2018;10:00:01;16;1214;66,4;243,3;197,3;3,7;109,1;112,8;96,7;42,7;52923;1748,7;1180,2;23,1;1983,9;2380,6;32,8
212;2/10/2018;11:00:01;16;1213;66,37;245,4;199,4;4,8;108,57;113,3;95,8;42,7;41902;1759,1;1188,5;23,3;1988,5;2385,6;32,9
213;2/10/2018;12:00:01;16;1212;66,23;230;199,2;3,7;108,89;112,6;96,7;42,7;53153;1768,7;1196,8;23,5;1993;2391,6;33
214;2/10/2018;13:00:01;16;1205;66,28;235;195,2;3,8;110,44;114,3;96,6;42,7;50780;1708;1205;23,6;1997,6;2395,6;33
215;2/10/2018;14:00:01;16;1206;66,15;240;192,6;3;101,85;104,8;97,1;42,7;64211;1836,9;1213;23,8;2001,9;2398,6;33,1
216;2/10/2018;15:00:01;16;1216;65,94;215;190,6;1,8;97,15;98,9;98,2;42,7;108168;1927,1;1220,9;23,8;2005,9;2400,6;33,2
217;2/10/2018;16:00:01;16;1213;65,73;230,17;191,6;2,7;91,68;94,4;97,1;42,7;71214;2030,4;1228,9;24;2009,7;2403,6;33,2
218;2/10/2018;17:00:01;16;1212;65,68;227;191,7;2,2;96,89;99,1;97,8;42,7;87789;1934,6;1236,9;24,1;2013,8;2407,6;33,3
219;2/10/2018;18:00:01;16;1209;65,65;227;191,7;2,9;93,78;96,7;97;42,7;65260;1982,2;1244,9;24,2;2017,7;2408,6;33,4
220;2/10/2018;19:00:01;16;1204;65,35;230,3;191,8;3,2;95,09;98,3;96,7;42,7;59258;1950,6;1252,9;24,3;2021,6;2411,6;33,4
221;2/10/2018;20:00:01;16;1202;65,21;230,5;191,3;2,9;90,79;93,7;96,9;42,7;66692;2042,1;1260,9;24,4;2025,4;2415,6;33,5
222;2/10/2018;21:00:01;16;1202;65,01;219,9;189,8;3,5;114,85;118,4;97;42,7;54087;1603,2;1268,8;24,6;2030,2;2417,6;33,6
223;2/10/2018;22:00:01;16;1206;64,93;229,09;190,4;3,4;116,42;119,9;97,1;42,7;55456;1588,6;1276,7;24,7;2035;2422,6;33,7
224;2/10/2018;23:00:01;16;1198;64,72;209,24;192,1;4,1;116,58;120,7;96,6;42,7;46826;1591,5;1284,7;24,9;2039,9;2422,7;33,7
225;3/10/2018;00:00:01;16;1189;64,68;234,48;192,7;3,3;109,05;112,4;97,1;42,7;58262;1714,9;1292,7;25;2044,4;2422,7;33,8
226;3/10/2018;01:00:01;16;1179;64,75;231,53;191,1;3,8;110,54;114,4;96,7;42,7;49956;1670,6;1300,7;25,2;2049,1;2422,7;33,9
227;3/10/2018;02:00:01;16;1172;65,03;211,48;190,9;3,8;110,57;114,4;96,6;42,7;49813;1668,9;1308,6;25,3;2053,7;2422,8;34
228;3/10/2018;03:00:01;16;1171;65,13;210,75;191,2;3;106,11;109,1;97,2;42,7;63269;1752,2;1316,6;25,5;2058,1;2422,8;34
229;3/10/2018;04:00:01;16;1168;65,24;225,75;190,7;3;108,87;111,9;97,3;42,7;62795;1703,6;1324,6;25,6;2062,6;2422,8;34,1
230;3/10/2018;05:00:01;16;1166;65,16;223,42;190,1;3;116,3;119,3;97,5;42,7;62983;1593,5;1332,5;25,7;2067,5;2424,8;34,2
231;3/10/2018;06:00:01;16;1159;64,78;213,46;190,2;3,1;104,56;107,7;97,1;42,7;60916;1766,3;1340,4;25,9;2071,8;2426,8;34,3
232;3/10/2018;07:00:01;16;1159;64,81;219,65;190,9;3,1;106,22;109,3;97,1;42,7;61236;1746,1;1348,4;26;2076,2;2427,8;34,3
233;3/10/2018;08:00:01;16;1162;64,95;210,8;190,5;3,2;108,6;111,8;97,2;42,7;59834;1704,3;1356,3;26,1;2080,8;2428,8;34,4
234;3/10/2018;09:00:01;16;1156;65,07;232,97;189,9;1,9;100,12;102;98,2;42,7;101044;1861,6;1364,2;26,2;2084,9;2429,8;34,5
235;3/10/2018;10:00:01;16;1158;64,47;228;198;2,7;115,17;117,9;97,7;42,7;72317;1679,1;1372,5;26,3;2089,7;2432,8;34,6
236;3/10/2018;11:00:01;16;1154;64,54;220;188,7;2,7;108,27;111;97,6;42,7;70436;1701,1;1380,3;26,4;2094,3;2434,8;34,6
237;3/10/2018;12:00:01;16;0;64,65;223;188,2;2;106,57;108,5;98,2;42,7;95865;1734,2;1388,2;26,5;2098,7;2438,8;34,7
238;3/10/2018;13:00:01;16;1155;64,49;225;189,1;2,1;109,23;111,4;98,1;42,7;88407;1697,9;1396;26,6;2103,2;2440,3;34,8
239;3/10/2018;14:00:01;16;1146;64,6;224;189,8;3,6;112,17;115,8;96,9;42,7;52147;1638,5;1403,9;26,7;2107,9;2442,3;34,9
240;3/10/2018;15:00:01;16;1147;64,71;222,9;189,4;3,2;102,75;106;96,9;42,7;58451;1786,8;1411,8;26,9;2112,2;2445,3;34,9
241;3/10/2018;16:00:01;16;1150;64,42;220;187,5;3,4;105,33;108,7;96,9;42,7;55635;1724,9;1419,6;27;2116,6;2447,3;35
242;3/10/2018;17:00:01;16;1156;64,46;220;185,9;3,1;95,62;98,7;96,9;42,7;60332;1883,4;1427,4;27,1;2120,6;2448,3;35,1
243;3/10/2018;18:00:01;16;1156;64,37;227;186,2;2,5;96,68;99,2;97,4;42,7;73144;1876,4;1435,1;27,3;2124,6;2450,3;35,1
244;3/10/2018;19:00:01;16;1158;64,24;231;185,2;2,6;102,03;104,7;97,5;42,7;70625;1769,7;1442,9;27,4;2128,9;2451,3;35,2
245;3/10/2018;20:00:01;16;1152;64,53;243;186,3;2,4;98,73;101,2;97,6;42,7;76457;1841,9;1450,6;27,5;2133;2452,8;35,3
246;3/10/2018;21:00:01;16;1150;64,62;220,04;186,7;2,7;100,88;103,5;97,4;42,7;70348;1802,9;1458,4;27,6;2137,2;2453,8;35,4
247;3/10/2018;22:00:01;16;1144;64,38;208,53;186,3;2,5;99,52;102;97,6;42,7;75031;1826,3;1466,2;27,7;2141,3;2454,8;35,4
248;3/10/2018;23:00:01;16;1144;64,26;221,02;186,3;2,6;103,7;106,3;97,5;42,7;70766;1752,2;1473,9;27,8;2145,6;2455,8;35,5
249;4/10/2018;00:00:01;16;1142;64,18;207,29;186,8;2,4;93,97;96,4;97,5;42,7;77581;1937,7;1481,7;27,9;2149,6;2457,3;35,6
250;4/10/2018;01:00:01;16;1142;64,05;208,08;186,8;2,9;109,7;112,6;97,4;42,7;64492;1659,1;1489,5;28;2154,1;2458,3;35,6
251;4/10/2018;02:00:01;16;1139;64,23;205,12;187;1,4;94,1;95,5;98,5;42,7;129560;1957,3;1497,3;28,1;2158;2459,3;35,7
252;4/10/2018;03:00:01;16;1135;64,02;206,52;186,3;1,5;89,73;91,2;98,4;42,7;126519;2042,4;1505,1;28,1;2161,8;2461,3;35,8
253;4/10/2018;04:00:01;16;1135;64,01;215,35;186,9;1,4;96,47;97,9;98,5;42,7;130818;1908,8;1512,8;28,2;2165,8;2462,3;35,8
254;4/10/2018;05:00:01;16;1132;64,17;229,86;186,3;1,9;102,59;104,4;98,2;42,7;100544;1783,8;1520,6;28,3;2170,1;2464,3;35,9
255;4/10/2018;06:00:01;16;1129;64,24;219,83;186,9;1,5;97,73;99,3;98,5;42,7;122959;1883,1;1528,4;28,3;2174,1;2466,3;36
256;4/10/2018;07:00:01;16;1125;64,24;214,24;186,2;1,3;85,03;86,3;98,5;42,7;147622;2158,1;1536,1;28,4;2177,7;2467,3;36
257;4/10/2018;08:00:01;16;1123;64,22;217,69;185,9;2,5;97,79;100,3;97,5;42,7;74445;1854,1;1543,9;28,5;2181,8;2469,3;36,1
258;4/10/2018;09:00:01;16;1126;64,22;206,15;186,2;2,8;105,27;108,1;97,4;42,7;66511;1722,6;1551,7;28,6;2186,2;2470,3;36,2
259;4/10/2018;10:00:01;16;1127;64,05;213,09;185,7;2,6;97,24;99,9;97,4;42,7;70873;1859,5;1559,4;28,7;2190,2;2472,3;36,2
260;4/10/2018;11:00:01;16;1123;64,07;233,1;184,4;2,7;89,5;92,2;97,1;42,7;68064;1999,9;1567,1;28,8;2193,9;2474,3;36,3
261;4/10/2018;12:00:01;16;1131;63,84;199,3;182,3;2,4;91,36;93,8;97,5;42,7;76347;1944,1;1574,7;28,9;2197,7;2475,3;36,4
262;4/10/2018;13:00:01;16;1127;63,64;211,8;182,6;2,8;89,42;92,2;97;42,7;66357;1980,6;1582,3;29;2201,5;2476,1;36,4
263;4/10/2018;14:00:01;16;1134;63,5;215,18;181,7;1,9;77,26;79,1;97,6;42,7;97071;2296,7;1589,8;29,1;2204,7;2477;36,5
264;4/10/2018;15:00:01;16;1124;63,82;211,92;183,9;2,1;84,47;86,6;97,6;42,7;87519;2124,7;1597,5;29,2;2208,2;2477,7;36,5
265;4/10/2018;16:00:01;16;1120;63,93;200,26;184,7;2,9;109,69;112,6;97,4;42,7;63562;1640,5;1605,2;29,3;2212,8;2478,4;36,6
266;4/10/2018;17:00:01;16;1120;63,82;218,76;182,9;2,5;95,9;98,4;97,4;42,7;72456;1858,5;1612,8;29,4;2216,8;2479;36,7
267;4/10/2018;18:00:01;16;1115;63,73;208,27;183,7;2,2;88,82;91,1;97,5;42,7;82249;2017,5;1620,5;29,5;2220,5;2479,6;36,7
268;4/10/2018;19:00:01;16;1111;63,61;213,87;183,9;2,7;104,23;106,9;97,5;42,7;68241;1720,2;1628,1;29,6;2224,8;2480,2;36,8
269;4/10/2018;20:00:01;16;1109;63,68;211,67;184;2,5;100,32;102,8;97,6;42,7;73672;1789,7;1635,8;29,7;2229;2480,7;36,9
270;4/10/2018;21:00:01;16;1104;63,83;218,31;185,1;2,9;87,07;89,9;96,8;42,7;64449;2058,4;1643,5;29,9;2232,6;2481,2;36,9
271;4/10/2018;22:00:01;16;1097;63,71;189,9;183,6;4,1;97,27;101,4;95,9;42,7;44286;1810,7;1651,2;30;2236,7;2481,6;37
272;4/10/2018;23:00:01;16;1096;63,72;185,7;183,9;3,6;101,38;105;96,6;42,7;51218;1751,8;1658,8;30,2;2240,9;2482,1;37,1
273;5/10/2018;00:00:01;16;1094;63,73;184,7;183,7;4,2;107,54;111,7;96,3;42,7;44084;1644,6;1666,5;30,4;2245,4;2482,5;37,1
274;5/10/2018;01:00:01;16;1091;63,81;187,7;184,9;4,3;119,08;123,4;96,5;42,7;43031;1498,9;1674,2;30,5;2250,3;2482,9;37,2
275;5/10/2018;02:00:02;16;1090;63,93;187,9;184,2;2,8;86,79;89,6;96,9;42,7;65999;2055,8;1681,9;30,7;2254;2483,4;37,3
276;5/10/2018;03:00:02;16;1087;63,82;189,8;183,6;3,3;96,96;100,3;96,7;42,7;54838;1830,8;1689,5;30,8;2258;2483,8;37,4
277;5/10/2018;04:00:02;16;1085;63,82;179,8;184,1;3,2;96,39;99,6;96,8;42,7;57094;1847,8;1697,2;30,9;2262;2484,2;37,4
278;5/10/2018;05:00:02;16;1083;63,72;188,9;183,3;4;107,07;111,1;96,4;42,7;45801;1650,7;1704,8;31,1;2266,5;2484,7;37,5
279;5/10/2018;06:00:02;16;1079;63,49;190,21;183,4;2,8;85,01;87,8;96,9;42,7;66419;2089,2;1712,5;31,2;2270;2485,2;37,6
280;5/10/2018;07:00:02;16;1078;63,51;186,5;183,2;3,2;99,84;103,1;96,9;42,7;56847;1777,8;1720,1;31,3;2274,2;2485,7;37,6
281;5/10/2018;08:00:02;16;1076;63,61;197,75;184;3,5;101,2;104,7;96,7;42,7;52686;1757,3;1727,8;31,5;2278,4;2486,1;37,7
282;5/10/2018;09:00:02;16;1072;63,42;220,14;183,8;3,6;105,29;108,9;96,7;42,7;50999;1687,8;1735,4;31,6;2282,8;2486,6;37,8
283;5/10/2018;10:00:02;16;1068;63,23;212,9;181,7;3,6;95,44;99,1;96,4;42,7;50293;1834,3;1743;31,8;2286,8;2487,1;37,8
284;5/10/2018;11:00:02;16;1068;62,99;207,21;184,9;4;93,18;97,2;95,9;42,7;46011;1902,2;1750,7;32;2290,6;2487,6;37,9
285;5/10/2018;12:00:02;16;1072;63,25;187,68;181,4;2,8;85,53;88,4;96,8;42,7;64394;2053,2;1758,3;32,1;2294,2;2488;38
286;5/10/2018;13:00:02;16;1060;62,7;211,97;181,3;3,4;101,31;104,7;96,7;42,7;53092;1731,5;1765,8;32,2;2298,4;2488,5;38
287;5/10/2018;14:00:02;16;1070;62,83;217,81;180,2;5,3;94,89;100,2;94,7;42,7;34205;1799,4;1773,3;32,4;2302,4;2488,9;38,1
288;5/10/2018;15:00:02;16;1073;62,97;202,29;180,8;5,2;94,57;99,7;94,8;42,7;35090;1813,4;1780,9;32,6;2306,3;2489,5;38,2
289;5/10/2018;16:00:02;16;1072;62,9;184,25;180,9;4,8;89,09;93,9;94,8;42,7;37329;1925,9;1788,4;32,8;2310;2490;38,2
290;5/10/2018;17:00:02;16;1071;62,96;198,2;181,2;6,2;102,28;108,5;94,3;42,7;29320;1670,3;1796;33,1;2314,3;2490,4;38,3
291;5/10/2018;18:00:02;16;1068;63,06;199,4;180,4;4,4;87,85;92,3;95,2;42,7;40816;1954,7;1803,5;33,3;2318;2490,8;38,3
292;5/10/2018;19:00:02;16;1063;63,34;201,1;177,3;4,5;84,32;88,8;94,9;42,7;39210;1995,9;1810,9;33,5;2321,5;2491,3;38,4
293;5/10/2018;20:00:02;16;1064;63,47;198,56;174,6;5,1;90,28;95,4;94,6;42,7;34057;1829,6;1818,1;33,7;2325,2;2491,6;38,5
294;5/10/2018;21:00:02;16;1063;63,37;196,86;175;6,2;86,6;92,8;93,3;42,7;28342;1886,5;1825,4;34;2328,8;2492,1;38,5
295;5/10/2018;22:00:02;16;1060;63,36;195,4;175;5,8;86,1;91,9;93,7;42,7;30197;1904,1;1832,7;34,2;2332,4;2492,5;38,6
296;5/10/2018;23:00:02;16;1057;63,35;187,76;175,2;7;89,34;96,3;92,8;42,7;25180;1819,1;1840;34,5;2336,1;2492,9;38,6
297;6/10/2018;00:00:02;16;1056;63,4;179,9;174,9;6,5;87,27;93,8;93,1;42,7;26938;1865,2;1847,3;34,8;2339,8;2493,2;38,7
298;6/10/2018;01:00:02;16;1052;63,26;178,5;174,2;5,6;78,46;84,1;93,3;42,7;30948;2071,3;1854,6;35;2343,1;2493,5;38,8
299;6/10/2018;02:00:02;16;1052;63,23;177,52;174,5;7,3;89,69;97;92,5;42,7;24022;1800,2;1861,8;35,3;2346,8;2494;38,8
300;6/10/2018;03:00:02;16;1050;63,22;181,5;174,4;6,2;84,75;91;93,1;42,7;27928;1916,6;1869,1;35,5;2350,3;2494,3;38,9
301;6/10/2018;04:00:02;16;1048;63,04;187,3;174,5;6,1;79,68;85,8;92,9;42,7;28581;2034,4;1876,4;35,8;2353,6;2494,6;38,9
302;6/10/2018;05:00:02;16;1042;62,94;174,1;174,7;6,8;89,42;96,2;93;42,7;25780;1816,4;1883,6;36,1;2357,4;2495,1;39
303;6/10/2018;06:00:02;16;1039;62,89;173,9;174,5;6;80,84;86,8;93,1;42,7;29322;2011,1;1890,9;36,3;2360,7;2495,6;39,1
304;6/10/2018;07:00:02;16;1038;62,65;176,7;175,1;5,5;77,45;83;93,4;42,7;31788;2111,2;1898,2;36,6;2364;2496;39,1
305;6/10/2018;08:00:02;16;1039;62,88;195,9;173,4;4,9;71,24;76,1;93,6;42,7;35462;2277,3;1905,4;36,8;2366,9;2496,3;39,2
306;6/10/2018;09:00:02;16;1041;63,01;189,96;172,3;6,4;83,63;90,1;92,9;42,7;26842;1913,4;1912,6;37;2370,4;2496,7;39,2
307;6/10/2018;10:00:02;16;1040;63,07;218,55;172,1;5,8;85,1;90,9;93,6;42,7;29624;1892,9;1919,8;37,3;2374;2497,2;39,3
308;6/10/2018;11:00:02;16;1038;62,99;213,4;171,9;6;76,2;82,2;92,7;42,7;28654;2091;1926,9;37,5;2377,1;2497,6;39,3
309;6/10/2018;12:00:02;16;1037;62,78;207,08;172,7;5,3;73,12;78,5;93,2;42,7;32353;2201,1;1934,1;37,7;2380,2;2498;39,4
310;6/10/2018;13:00:02;16;1028;62,94;207,1;172,1;6,4;84,83;91,2;93;42,7;27023;1886,7;1941,3;38;2383,7;2498,4;39,4
311;6/10/2018;14:00:02;16;1020;62,96;218,55;173,4;6,6;77,85;84,5;92,2;42,7;26163;2053,1;1948,5;38,3;2387;2498,8;39,5
312;6/10/2018;15:00:02;16;1005;62,81;210,5;177,8;7,2;79,1;86,3;91,7;42,7;24820;2061;1955,9;38,6;2390,3;2499,2;39,5
313;6/10/2018;16:00:02;16;1013;62,99;211,51;180,2;6,1;70,25;76,4;92;42,7;29548;2360,5;1963,5;38,8;2393,2;2499,6;39,6
314;6/10/2018;17:00:02;16;1001;62,97;196,55;174,6;7,6;85,29;92,9;91,8;42,7;22834;1878,9;1970,7;39,2;2396,7;2500;39,6
315;6/10/2018;18:00:02;16;1001;62,88;203,6;172,2;8,4;74,29;82,7;89,9;42,7;20586;2083,5;1977,9;39,5;2399,8;2500,4;39,7
316;6/10/2018;19:00:02;16;1006;62,86;216,6;172,5;6,7;74,8;81,5;91,8;42,7;25750;2116,2;1985,1;39,8;2403;2500,7;39,8
317;6/10/2018;20:00:02;16;1011;62,69;190,8;171,2;6,6;82,1;88,7;92,5;42,7;25793;1928,7;1992,2;40,1;2406,4;2501;39,8
318;6/10/2018;21:00:02;16;1008;62,75;173,4;172,8;8,3;79,02;87,3;90,5;42,7;20822;1978,6;1999,4;40,4;2409,7;2501,3;39,9
319;6/10/2018;22:00:02;16;1010;62,78;174,8;174,1;6,6;82,67;89,2;92,7;42,7;26552;1950,7;2006,7;40,7;2413,1;2501,6;39,9
320;6/10/2018;23:00:02;16;1007;62,71;173,9;172,3;9,8;79,04;88,8;89;42,7;17575;1939,6;2013,9;41,1;2416,4;2501,9;40
321;7/10/2018;00:00:02;16;1012;62,7;174,6;172;10,4;89,77;100,2;89,6;42,7;16536;1716,8;2021;41,5;2420,1;2502,2;40
322;7/10/2018;01:00:02;16;1013;62,63;174,9;170,7;9,1;78,61;87,7;89,6;42,7;18752;1946,5;2028,1;41,9;2423,4;2502,6;40,1
323;7/10/2018;02:00:02;16;1006;62,54;188;171,5;8;78,67;86,7;90,8;42,7;21431;1978,2;2035,3;42,2;2426,7;2502,9;40,1
324;7/10/2018;03:00:02;16;1003;62,45;150;170,8;9,8;78,11;87,9;88,9;42,7;17444;1943,6;2042,4;42,6;2429,9;2503,1;40,2
325;7/10/2018;04:00:02;16;1010;62,44;187;170,3;8,8;71,72;80,5;89,1;42,7;19353;2114,6;2049,5;43;2432,9;2503,3;40,2
326;7/10/2018;05:00:02;16;1013;62,53;188,6;170,2;10,1;80,23;90,3;88,9;42,7;16936;1885,5;2056,6;43,4;2436,3;2503,4;40,3
327;7/10/2018;06:00:02;16;1013;62,42;188,69;171;9,7;77,83;87,5;88,9;42,7;17632;1953,5;2063,7;43,8;2439,5;2503,6;40,4
328;7/10/2018;07:00:02;16;1011;62,36;188,68;171,2;7,5;72,42;79,9;90,7;42,7;22936;2142,6;2070,8;44,1;2442,5;2504;40,4
329;7/10/2018;08:00:02;16;1014;62,25;181,8;169,2;10,6;64,92;75,5;86;42,7;15964;2241;2077,9;44,6;2445,2;2504,2;40,5
330;7/10/2018;09:00:02;16;1007;62,42;187,7;167,4;11,5;73,47;85;86,5;42,7;14543;1970;2084,9;45,1;2448,3;2504,5;40,5
331;7/10/2018;10:00:02;16;1010;62,51;196,17;169,3;12;69,42;81,4;85,3;42,7;14111;2079,2;2091,9;45,6;2451,2;2504,8;40,5
332;7/10/2018;11:00:02;16;1005;62,32;203,5;170,7;11,4;66,24;77,6;85,3;42,7;14969;2198,7;2099;46;2454;2505,1;40,6
333;7/10/2018;12:00:02;16;1002;62,37;201,4;170,1;11,3;74,84;86,1;86,9;42,7;15110;1975,9;2106,1;46,5;2457,1;2505,4;40,6
334;7/10/2018;13:00:02;16;1002;62,39;162,6;172,2;10;61,25;71,3;85,9;42,7;17193;2416,3;2113,3;46,9;2459,6;2505,6;40,7
335;7/10/2018;14:00:02;16;1002;62,45;204,41;168,5;10;62,85;72,9;86,2;42,7;16810;2312,7;2120,3;47,3;2462,2;2505,9;40,7
